starttime	seconds	ctime	dtime	ttime	wait
Tue Oct 15 17:22:52 2013	1381854172	2	497	498	493
Tue Oct 15 17:22:52 2013	1381854172	6	730	737	728
Tue Oct 15 17:22:52 2013	1381854172	21	741	762	741
Tue Oct 15 17:22:52 2013	1381854172	57	713	770	713
Tue Oct 15 17:22:52 2013	1381854172	65	709	774	708
Tue Oct 15 17:22:52 2013	1381854172	57	724	781	716
Tue Oct 15 17:22:52 2013	1381854172	5	797	802	796
Tue Oct 15 17:22:52 2013	1381854172	57	766	823	759
Tue Oct 15 17:22:52 2013	1381854172	57	775	832	775
Tue Oct 15 17:22:52 2013	1381854172	65	777	842	770
Tue Oct 15 17:22:52 2013	1381854172	21	837	858	805
Tue Oct 15 17:22:52 2013	1381854172	49	824	873	808
Tue Oct 15 17:22:52 2013	1381854172	41	841	883	841
Tue Oct 15 17:22:52 2013	1381854172	33	850	883	842
Tue Oct 15 17:22:52 2013	1381854172	65	829	894	821
Tue Oct 15 17:22:52 2013	1381854172	33	867	901	867
Tue Oct 15 17:22:52 2013	1381854172	8	893	901	880
Tue Oct 15 17:22:52 2013	1381854172	41	863	904	855
Tue Oct 15 17:22:52 2013	1381854172	73	868	941	868
Tue Oct 15 17:22:52 2013	1381854172	33	923	956	923
Tue Oct 15 17:22:52 2013	1381854172	73	1269	1342	1269
Tue Oct 15 17:22:52 2013	1381854172	73	1330	1403	1330
Tue Oct 15 17:22:52 2013	1381854172	73	1495	1568	1495
Tue Oct 15 17:22:52 2013	1381854172	73	1497	1570	1497
Tue Oct 15 17:22:52 2013	1381854172	73	1532	1605	1532
Tue Oct 15 17:23:11 2013	1381854191	0	1613	1613	1612
Tue Oct 15 17:22:52 2013	1381854172	73	1570	1643	1570
Tue Oct 15 17:22:52 2013	1381854172	73	1573	1646	1573
Tue Oct 15 17:23:11 2013	1381854191	0	1652	1652	1651
Tue Oct 15 17:22:52 2013	1381854172	73	1587	1660	1555
Tue Oct 15 17:22:52 2013	1381854172	73	1593	1666	1579
